County,FIPS,Average Annual Count,State
New York County,36061,8725,New York(7)
Winchester City,51840,144,Virginia(6)
Gray County,48179,110,Texas(7)
Chester County,42029,2843,Pennsylvania(6)
Perquimans County,37143,97,North Carolina(6)
Amador County,6005,305,California(7)
Crisp County,13081,120,Georgia(7)
Newberry County,45071,224,South Carolina(6)
Sawyer County,55113,133,Wisconsin(6)
Davidson County,47037,3105,Tennessee(6)
Dare County,37055,245,North Carolina(6)
Choctaw County,28019,53,Mississippi(6)
Howard County,29089,58,Missouri(6)
San Diego County,6073,15558,California(7)
Dallas County,1047,221,Alabama(6)
Miller County,13201,36,Georgia(7)
Nez Perce County,16069,252,Idaho(7)
Montcalm County,26117,369,Michigan(6)
Catoosa County,13047,378,Georgia(7)
Essex County,50009,46,Vermont(6)
Wyandot County,39175,131,Ohio(6)
Wasco County,41065,160,Oregon(6)
Campbell County,51031,342,Virginia(6)
Bannock County,16005,393,Idaho(7)
Allendale County,45005,50,South Carolina(6)
Bedford City and County,51917,517,Virginia(6)
Cumberland County,51049,64,Virginia(6)
Grady County,13131,146,Georgia(7)
Wright County,19197,83,Iowa(7)
Atoka County,40005,79,Oklahoma(6)
Huron County,26063,224,Michigan(6)
Kearney County,31099,38,Nebraska(6)
Presque Isle County,26141,103,Michigan(6)
Karnes County,48255,66,Texas(7)
Grant County,31075,4,Nebraska(6)
Dawson County,30021,52,Montana(6)
Griggs County,38039,19,North Dakota(6)
Horry County,45051,2335,South Carolina(6)
Washoe County,32031,2481,Nevada(6)
Dimmit County,48127,43,Texas(7)
Trumbull County,39155,1271,Ohio(6)
Dade County,29057,51,Missouri(6)
Weston County,56045,44,Wyoming(6)
Butte County,46019,62,South Dakota(6)
Wayne County,17191,106,Illinois(7)
Lauderdale County,28075,401,Mississippi(6)
Van Buren County,47175,42,Tennessee(6)
Butler County,42019,1140,Pennsylvania(6)
Deuel County,46039,27,South Dakota(6)
Hampshire County,54027,154,West Virginia(6)
Lyman County,46085,21,South Dakota(6)
Meagher County,30059,15,Montana(6)
Jackson County,1071,320,Alabama(6)
Jones County,48253,98,Texas(7)
Sioux County,38085,13,North Dakota(6)
Stone County,5137,91,Arkansas(6)
Larimer County,8069,1744,Colorado(6)
Pierce County,31139,42,Nebraska(6)
Antrim County,26009,172,Michigan(6)
El Dorado County,6017,1208,California(7)
Greene County,29077,1499,Missouri(6)
Marshall County,1095,515,Alabama(6)
Cleburne County,1029,88,Alabama(6)
Stanislaus County,6099,2412,California(7)
Ashe County,37009,194,North Carolina(6)
Cottle County,48101,9,Texas(7)
Missaukee County,26113,94,Michigan(6)
Stephens County,48429,54,Texas(7)
Kemper County,28069,53,Mississippi(6)
Camden County,29029,339,Missouri(6)
Limestone County,1083,522,Alabama(6)
Polk County,55095,289,Wisconsin(6)
Addison County,50001,226,Vermont(6)
Marion County,1093,184,Alabama(6)
Williamsburg County,45089,192,South Carolina(6)
Blaine County,16013,142,Idaho(7)
Abbeville County,45001,151,South Carolina(6)
Wharton County,48481,220,Texas(7)
Logan County,40083,257,Oklahoma(6)
Graham County,37075,55,North Carolina(6)
Chilton County,1021,237,Alabama(6)
Knox County,31107,53,Nebraska(6)
Latah County,16057,171,Idaho(7)
Washtenaw County,26161,1694,Michigan(6)
McDonald County,29119,120,Missouri(6)
Broward County,12011,10414,Florida(6)
Stafford County,51179,631,Virginia(6)
Orange County,12095,6048,Florida(6)
Polk County,41053,457,Oregon(6)
Pope County,17151,31,Illinois(7)
Fayette County,1057,100,Alabama(6)
Pike County,5109,62,Arkansas(6)
Oconee County,13219,206,Georgia(7)
Northwest Arctic Borough,2188,24,Alaska(6)
Kleberg County,48273,125,Texas(7)
Franklin County,1059,170,Alabama(6)
Emmet County,26047,214,Michigan(6)
Albany County,56001,141,Wyoming(6)
Denton County,48121,3521,Texas(7)
Lincoln Parish,22061,201,Louisiana(7)
Hamilton County,19079,91,Iowa(7)
Weber County,49057,1046,Utah(7)
Brown County,31017,20,Nebraska(6)
Miami-Dade County,12086,14117,Florida(6)
Lake County,41037,58,Oregon(6)
Henderson County,17071,48,Illinois(7)
Franklin County,28037,48,Mississippi(6)
White County,17193,91,Illinois(7)
Mesa County,8077,886,Colorado(6)
Cherokee County,1019,163,Alabama(6)
Allamakee County,19005,92,Iowa(7)
Tuolumne County,6109,403,California(7)
Wilson County,48493,255,Texas(7)
Teton County,16081,52,Idaho(7)
Swift County,27151,65,Minnesota(6)
Benewah County,16009,62,Idaho(7)
Montgomery County,48339,2733,Texas(7)
Newport News City,51700,821,Virginia(6)
Livingston County,26093,1091,Michigan(6)
Berkeley County,45015,1050,South Carolina(6)
Hillsdale County,26059,274,Michigan(6)
Lancaster County,31109,1426,Nebraska(6)
Jefferson County,48245,1243,Texas(7)
Natrona County,56025,397,Wyoming(6)
Houston County,48225,141,Texas(7)
Minidoka County,16067,105,Idaho(7)
Pemiscot County,29155,85,Missouri(6)
Clarion County,42031,219,Pennsylvania(6)
Washington County,48477,220,Texas(7)
Nantucket County,25019,70,Massachusetts(7)
Newport County,44005,568,Rhode Island(6)
Lake County,6033,436,California(7)
Atascosa County,48013,229,Texas(7)
Cascade County,30013,464,Montana(6)
Coffee County,1031,277,Alabama(6)
Ralls County,29173,66,Missouri(6)
Knox County,29103,23,Missouri(6)
Iron County,49021,222,Utah(7)
Johnson County,31097,31,Nebraska(6)
Bon Homme County,46009,42,South Dakota(6)
Travis County,48453,4761,Texas(7)
Greene County,51079,112,Virginia(6)
Carson County,48065,34,Texas(7)
Hampton County,45049,106,South Carolina(6)
Garden County,31069,15,Nebraska(6)
Coos County,41011,461,Oregon(6)
Walworth County,46129,34,South Dakota(6)
Irwin County,13155,52,Georgia(7)
Frontier County,31063,18,Nebraska(6)
Madison County,30057,65,Montana(6)
Solano County,6095,2281,California(7)
Miller County,5091,221,Arkansas(6)
Benton County,5007,1220,Arkansas(6)
Dodge County,13091,114,Georgia(7)
Delta County,26041,253,Michigan(6)
Williams County,39171,215,Ohio(6)
Deer Lodge County,30023,68,Montana(6)
Mason County,26105,190,Michigan(6)
Centre County,42027,715,Pennsylvania(6)
Madison County,48313,64,Texas(7)
Lemhi County,16059,66,Idaho(7)
Halifax County with South Boston City,51083,229,Virginia(6)
Calumet County,55015,267,Wisconsin(6)
Glasscock County,48173,5,Texas(7)
Llano County,48299,184,Texas(7)
Gooding County,16047,82,Idaho(7)
Lincoln County,5079,64,Arkansas(6)
Bronx County,36005,6414,New York(7)
Napa County,6055,801,California(7)
Platte County,56031,62,Wyoming(6)
Clinton County,26037,421,Michigan(6)
Calaveras County,6009,335,California(7)
Cochran County,48079,13,Texas(7)
Fall River County,46047,58,South Dakota(6)
Washington County,41067,2671,Oregon(6)
Candler County,13043,61,Georgia(7)
Wilbarger County,48487,68,Texas(7)
Chase County,31029,22,Nebraska(6)
Lawrence County,29109,208,Missouri(6)
DeBaca County,35011,13,New Mexico(7)
Rock County,31149,10,Nebraska(6)
Osceola County,26133,141,Michigan(6)
Sutter County,6101,479,California(7)
Iowa County,55049,138,Wisconsin(6)
McKean County,42083,235,Pennsylvania(6)
Shelby County,48419,130,Texas(7)
Greer County,40055,29,Oklahoma(6)
Howard County,24027,1561,Maryland(6)
Dallam County,48111,27,Texas(7)
Shenandoah County,51171,271,Virginia(6)
Yakima County,53077,1103,Washington(6)
Bayfield County,55007,123,Wisconsin(6)
Dooly County,13093,68,Georgia(7)
Maui County,15009,908,Hawaii(7)
Deschutes County,41017,1128,Oregon(6)
Luce County,26095,37,Michigan(6)
Hardin County,47071,173,Tennessee(6)
Kalamazoo County,26077,1211,Michigan(6)
Delaware County,40041,270,Oklahoma(6)
Middlesex County,25017,8022,Massachusetts(7)
Carbon County,56007,76,Wyoming(6)
Dundy County,31057,12,Nebraska(6)
Yolo County,6113,877,California(7)
Madison County,16065,97,Idaho(7)
James City County,51095,530,Virginia(6)
Kings County,36047,12218,New York(7)
Marion County,13197,49,Georgia(7)
Cedar County,29039,92,Missouri(6)
Chaffee County,8015,132,Colorado(6)
Carter County,47019,357,Tennessee(6)
Texas County,29215,147,Missouri(6)
Dona Ana County,35013,1009,New Mexico(7)
Crosby County,48107,28,Texas(7)
Phelps County,31137,52,Nebraska(6)
Westmoreland County,42129,2300,Pennsylvania(6)
Jackson County,48239,81,Texas(7)
Grant County,53025,425,Washington(6)
Nelson County,51125,110,Virginia(6)
Newton County,5101,53,Arkansas(6)
Wayne County,49055,16,Utah(7)
Fayette County,48149,167,Texas(7)
Cleveland County,40027,1282,Oklahoma(6)
Linn County,41043,699,Oregon(6)
Morgan County,49029,48,Utah(7)
Prairie County,5117,54,Arkansas(6)
Hawaii County,15001,1201,Hawaii(7)
Carroll County,51035,196,Virginia(6)
George County,28039,115,Mississippi(6)
Benton County,53005,956,Washington(6)
Marion County,5089,131,Arkansas(6)
Maverick County,48323,219,Texas(7)
Wells County,38103,32,North Dakota(6)
Franklin County,16041,61,Idaho(7)
Lauderdale County,1077,522,Alabama(6)
Lee County,45061,95,South Carolina(6)
Weld County,8123,1321,Colorado(6)
Essex County,36031,258,New York(7)
Pulaski County,51155,217,Virginia(6)
Union County,21225,77,Kentucky(7)
Fergus County,30027,76,Montana(6)
Franklin County,25011,452,Massachusetts(7)
Otsego County,26137,147,Michigan(6)
Quitman County,13239,18,Georgia(7)
York County,51199,355,Virginia(6)
Boise County,16015,56,Idaho(7)
Fairfield County,45039,139,South Carolina(6)
Wayne County,42127,348,Pennsylvania(6)
Hoonah-Angoon Census Area,2105,16,Alaska(6)
Cherry County,31031,33,Nebraska(6)
Blount County,1009,319,Alabama(6)
Telfair County,13271,69,Georgia(7)
Jeff Davis County,13161,73,Georgia(7)
Contra Costa County,6013,5781,California(7)
Kent County,26081,2909,Michigan(6)
Teton County,56039,114,Wyoming(6)
Comal County,48091,849,Texas(7)
Cassia County,16031,105,Idaho(7)
Irion County,48235,10,Texas(7)
Refugio County,48391,41,Texas(7)
Hampton City,51650,669,Virginia(6)
Highland County,51091,18,Virginia(6)
Taylor County,55119,118,Wisconsin(6)
Cook County,27031,43,Minnesota(6)
Fairbanks North Star,2090,369,Alaska(6)
Lincoln County,8073,30,Colorado(6)
Glades County,12043,87,Florida(6)
Collin County,48085,4092,Texas(7)
Colfax County,31037,45,Nebraska(6)
Medina County,48325,257,Texas(7)
Bexar County,48029,7988,Texas(7)
Richland County,45079,1757,South Carolina(6)
Henry County,51089,333,Virginia(6)
Orange County,6059,15089,California(7)
Honolulu County,15003,5217,Hawaii(7)
Guadalupe County,48187,767,Texas(7)
Ionia County,26067,317,Michigan(6)
Nevada County,5099,51,Arkansas(6)
Hickory County,29085,65,Missouri(6)
Perry County,5105,58,Arkansas(6)
Sevier County,49041,102,Utah(7)
Buffalo County,55011,86,Wisconsin(6)
Wasatch County,49051,137,Utah(7)
Converse County,56009,72,Wyoming(6)
Sheridan County,30091,24,Montana(6)
Lafayette County,28071,220,Mississippi(6)
Charlton County,13049,61,Georgia(7)
Lancaster County,45057,554,South Carolina(6)
Sacramento County,6067,7111,California(7)
Hampshire County,25015,823,Massachusetts(7)
Yavapai County,4025,1830,Arizona(6)
Brazos County,48041,709,Texas(7)
Warren County,51187,213,Virginia(6)
Cullman County,1043,471,Alabama(6)
Geneva County,1061,155,Alabama(6)
Adair County,29001,109,Missouri(6)
Little River County,5081,73,Arkansas(6)
Childress County,48075,32,Texas(7)
La Paz County,4012,134,Arizona(6)
Box Elder County,49003,228,Utah(7)
Nodaway County,29147,101,Missouri(6)
La Salle County,48283,28,Texas(7)
Sandoval County,35043,776,New Mexico(7)
Atkinson County,13003,37,Georgia(7)
Cheboygan County,26031,182,Michigan(6)
Barry County,26015,345,Michigan(6)
Bates County,29013,90,Missouri(6)
Suffolk County,25025,3187,Massachusetts(7)
Madison County,1089,1848,Alabama(6)
Buena Vista County,19021,101,Iowa(7)
Salt Lake County,49035,4366,Utah(7)
Jackson County,40065,113,Oklahoma(6)
Lincoln County,16063,23,Idaho(7)
Mohave County,4015,1629,Arizona(6)
Kodiak Island Borough,2150,52,Alaska(6)
Caldwell County,48055,214,Texas(7)
Mendocino County,6045,550,California(7)
Northumberland County,51133,110,Virginia(6)
Upton County,48461,14,Texas(7)
Denver County,8031,2746,Colorado(6)
Harris County,48201,17610,Texas(7)
Oktibbeha County,28105,180,Mississippi(6)
Polk County,5113,122,Arkansas(6)
Big Horn County,56003,69,Wyoming(6)
Scurry County,48415,77,Texas(7)
Wibaux County,30109,7,Montana(6)
Kusilvak Census Area,2158,18,Alaska(6)
Garrett County,24023,181,Maryland(6)
Sherman County,31163,21,Nebraska(6)
Patrick County,51141,124,Virginia(6)
Dukes County,25007,137,Massachusetts(7)
Franklin County,12037,83,Florida(6)
Comanche County,48093,84,Texas(7)
Taylor County,13269,47,Georgia(7)
Johnson County,47091,113,Tennessee(6)
Mariposa County,6043,127,California(7)
Long County,13183,58,Georgia(7)
Darke County,39037,292,Ohio(6)
Rockingham County,51165,455,Virginia(6)
Franklin County,42055,860,Pennsylvania(6)
Adams County,8001,1905,Colorado(6)
Pasquotank County,37139,209,North Carolina(6)
Kern County,6029,3355,California(7)
Sheridan County,56033,179,Wyoming(6)
Madison County,51113,85,Virginia(6)
Daviess County,29061,47,Missouri(6)
Keya Paha County,31103,5,Nebraska(6)
Jefferson County,8059,2920,Colorado(6)
Live Oak County,48297,63,Texas(7)
Austin County,48015,168,Texas(7)
Mills County,48333,31,Texas(7)
Nevada County,6057,708,California(7)
Otero County,35035,323,New Mexico(7)
Hayes County,31085,4,Nebraska(6)
Grant County,38037,18,North Dakota(6)
Columbia County,5027,110,Arkansas(6)
Eau Claire County,55035,492,Wisconsin(6)
Wahkiakum County,53069,31,Washington(6)
Union County,41061,145,Oregon(6)
Shackelford County,48417,18,Texas(7)
Iron County,26071,87,Michigan(6)
Moore County,47127,38,Tennessee(6)
Kinney County,48271,20,Texas(7)
Branch County,26023,239,Michigan(6)
St. Joseph County,26149,316,Michigan(6)
Carroll County,29033,53,Missouri(6)
Cavalier County,38019,25,North Dakota(6)
Franklin County,53021,311,Washington(6)
Hall County,48191,18,Texas(7)
Richland County,55103,112,Wisconsin(6)
Queens County,36081,11652,New York(7)
Sweetwater County,56037,185,Wyoming(6)
Jefferson County,41031,131,Oregon(6)
San Mateo County,6081,3757,California(7)
St. Croix County,55109,432,Wisconsin(6)
Schuyler County,29197,22,Missouri(6)
Tripp County,46123,34,South Dakota(6)
Douglas County,8035,1478,Colorado(6)
San Bernardino County,6071,8463,California(7)
Routt County,8107,121,Colorado(6)
Cass County,26027,304,Michigan(6)
Douglas County,41019,712,Oregon(6)
Pickett County,47137,36,Tennessee(6)
Elliott County,21063,42,Kentucky(7)
Pima County,4019,5563,Arizona(6)
Sierra County,35051,93,New Mexico(7)
Floyd County,48153,27,Texas(7)
Riverside County,6065,10659,California(7)
Pacific County,53049,185,Washington(6)
Calhoun County,45017,86,South Carolina(6)
Barnwell County,45011,110,South Carolina(6)
Bennett County,46007,14,South Dakota(6)
Juneau Borough,2110,145,Alaska(6)
Adair County,19001,46,Iowa(7)
San Benito County,6069,260,California(7)
Brooks County,48047,32,Texas(7)
Atchison County,29005,33,Missouri(6)
Adams County,16003,32,Idaho(7)
Mason County,48319,27,Texas(7)
Frederick County,51069,466,Virginia(6)
San Joaquin County,6077,3138,California(7)
Genesee County,26049,2101,Michigan(6)
Otero County,8089,101,Colorado(6)
Ward County,48475,46,Texas(7)
Fairfax City,51600,108,Virginia(6)
Mineral County,30061,33,Montana(6)
Tillamook County,41057,181,Oregon(6)
Maricopa County,4013,19841,Arizona(6)
Valencia County,35061,387,New Mexico(7)
Covington County,1039,219,Alabama(6)
Midland County,48329,584,Texas(7)
Fort Bend County,48157,3113,Texas(7)
Lewis County,53041,463,Washington(6)
Howard County,5061,64,Arkansas(6)
Shelby County,1117,1041,Alabama(6)
Platte County,29165,482,Missouri(6)
Morrow County,41049,58,Oregon(6)
Montgomery County,24031,5034,Maryland(6)
Izard County,5065,90,Arkansas(6)
Madera County,6039,652,California(7)
Jenkins County,13165,43,Georgia(7)
Cochise County,4003,736,Arizona(6)
Dawson County,31047,114,Nebraska(6)
Wilcox County,13315,48,Georgia(7)
Escambia County,1053,191,Alabama(6)
Cotton County,40033,33,Oklahoma(6)
Arapahoe County,8005,2744,Colorado(6)
Nacogdoches County,48347,279,Texas(7)
Utah County,49049,1720,Utah(7)
Millard County,49027,61,Utah(7)
Greene County,28041,64,Mississippi(6)
Wayne County,31179,42,Nebraska(6)
Madison County,5087,89,Arkansas(6)
Erath County,48143,175,Texas(7)
Washington County,5143,904,Arkansas(6)
McIntosh County,38051,20,North Dakota(6)
Norton City,51720,19,Virginia(6)
Sully County,46119,8,South Dakota(6)
Motley County,48345,9,Texas(7)
Broomfield County,8014,318,Colorado(6)
Huerfano County,8055,50,Colorado(6)
Prince Georges County,24033,4218,Maryland(6)
Vernon County,29217,109,Missouri(6)
Garfield County,8045,260,Colorado(6)
Tuscaloosa County,1125,926,Alabama(6)
Dakota County,31043,87,Nebraska(6)
Delta County,8029,203,Colorado(6)
Hanson County,46061,14,South Dakota(6)
Kittitas County,53037,210,Washington(6)
LaMoure County,38045,26,North Dakota(6)
Terry County,48445,53,Texas(7)
Boulder County,8013,1440,Colorado(6)
Granite County,30039,24,Montana(6)
Fulton County,42057,86,Pennsylvania(6)
Caldwell County,29025,48,Missouri(6)
Fresno County,6019,3806,California(7)
Mackinac County,26097,75,Michigan(6)
Pinal County,4021,2233,Arizona(6)
Cowlitz County,53015,580,Washington(6)
Curry County,41015,187,Oregon(6)
El Paso County,8041,2903,Colorado(6)
Starr County,48427,227,Texas(7)
Albemarle County,51003,575,Virginia(6)
Columbia County,53013,27,Washington(6)
Walton County,12131,411,Florida(6)
Allegan County,26005,590,Michigan(6)
Walla Walla County,53071,310,Washington(6)
Coosa County,1037,64,Alabama(6)
Toole County,30101,25,Montana(6)
Charlottesville City,51540,172,Virginia(6)
Harmon County,40057,14,Oklahoma(6)
Lamb County,48279,62,Texas(7)
Aiken County,45003,909,South Carolina(6)
Lincoln County,41041,357,Oregon(6)
El Paso County,48141,3273,Texas(7)
Pawnee County,31133,17,Nebraska(6)
Teller County,8119,150,Colorado(6)
Ellis County,40045,22,Oklahoma(6)
Klickitat County,53039,141,Washington(6)
DeKalb County,29063,59,Missouri(6)
Jefferson County,12065,91,Florida(6)
Lenawee County,26091,528,Michigan(6)
Montrose County,8085,253,Colorado(6)
Fremont County,8043,287,Colorado(6)
Fremont County,56013,200,Wyoming(6)
Garfield County,49017,27,Utah(7)
Campbell County,56005,177,Wyoming(6)
Burke County,38013,13,North Dakota(6)
Park County,30067,107,Montana(6)
Sanpete County,49039,113,Utah(7)
Moore County,48341,78,Texas(7)
Wallowa County,41063,51,Oregon(6)
Hamilton County,17065,46,Illinois(7)
Monroe County,12087,516,Florida(6)
Bernalillo County,35001,3173,New Mexico(7)
Donley County,48129,21,Texas(7)
Power County,16077,36,Idaho(7)
San Francisco County,6075,4035,California(7)
Marquette County,26103,346,Michigan(6)
Meade County,46093,137,South Dakota(6)
Umatilla County,41059,357,Oregon(6)
Deaf Smith County,48117,70,Texas(7)
Choctaw County,1023,79,Alabama(6)
Andrews County,48003,62,Texas(7)
Baca County,8009,24,Colorado(6)
Major County,40093,42,Oklahoma(6)
Santa Clara County,6085,8159,California(7)
Nueces County,48355,1516,Texas(7)
Bear Lake County,16007,34,Idaho(7)
Accomack County,51001,206,Virginia(6)
Dunn County,55033,201,Wisconsin(6)
Montgomery County,51121,369,Virginia(6)
Nye County,32023,370,Nevada(6)
Custer County,46033,62,South Dakota(6)
Sullivan County,29211,33,Missouri(6)
Frio County,48163,66,Texas(7)
Elbert County,8039,131,Colorado(6)
Custer County,16037,32,Idaho(7)
Towner County,38095,14,North Dakota(6)
Yuma County,4027,964,Arizona(6)
Deuel County,31049,12,Nebraska(6)
Hale County,48189,134,Texas(7)
Moffat County,8081,59,Colorado(6)
Lawrence County,46081,147,South Dakota(6)
Golden Valley County,38033,11,North Dakota(6)
Beaver County,40007,28,Oklahoma(6)
San Saba County,48411,33,Texas(7)
Los Alamos County,35028,95,New Mexico(7)
Alger County,26003,58,Michigan(6)
Merced County,6047,978,California(7)
Hempstead County,5057,102,Arkansas(6)
Hudson County,34017,2705,New Jersey(7)
Clark County,53011,2204,Washington(6)
Fremont County,16043,64,Idaho(7)
Harrisonburg City,51660,153,Virginia(6)
Kidder County,38043,15,North Dakota(6)
Love County,40085,51,Oklahoma(6)
Judith Basin County,30045,12,Montana(6)
Hemphill County,48211,15,Texas(7)
Grand County,49019,50,Utah(7)
Appomattox County,51011,88,Virginia(6)
Hartley County,48205,24,Texas(7)
Texas County,40139,79,Oklahoma(6)
Sevier County,5133,66,Arkansas(6)
Seward County,31159,82,Nebraska(6)
Ransom County,38073,32,North Dakota(6)
Charlevoix County,26029,160,Michigan(6)
Ouray County,8091,32,Colorado(6)
Fauquier County,51061,353,Virginia(6)
Menominee County,26109,144,Michigan(6)
Reeves County,48389,50,Texas(7)
Lincoln County,56023,93,Wyoming(6)
Storey County,32029,31,Nevada(6)
Saluda County,45081,101,South Carolina(6)
Morrill County,31123,24,Nebraska(6)
Monterey County,6053,1742,California(7)
Colusa County,6011,91,California(7)
Pittsylvania County,51143,358,Virginia(6)
Smyth County,51173,172,Virginia(6)
Noble County,39121,85,Ohio(6)
Murray County,40099,72,Oklahoma(6)
Ottawa County,26139,1238,Michigan(6)
La Plata County,8067,278,Colorado(6)
Jack County,48237,40,Texas(7)
Beaufort County,45013,1158,South Carolina(6)
Kauai County,15007,387,Hawaii(7)
Clark County,32003,9439,Nevada(6)
Spokane County,53063,2400,Washington(6)
Phillips County,8095,24,Colorado(6)
Alameda County,6001,6999,California(7)
Hot Springs County,56017,30,Wyoming(6)
Pepin County,55091,42,Wisconsin(6)
Lipscomb County,48295,15,Texas(7)
Roberts County,48393,5,Texas(7)
Jim Hogg County,48247,21,Texas(7)
Socorro County,35053,82,New Mexico(7)
Beaverhead County,30001,53,Montana(6)
Navajo County,4017,507,Arizona(6)
Crane County,48103,16,Texas(7)
Garza County,48169,21,Texas(7)
DeKalb County,1049,338,Alabama(6)
Uintah County,49047,121,Utah(7)
Terrell County,48443,5,Texas(7)
Los Angeles County,6037,40827,California(7)
Pierce County,38069,23,North Dakota(6)
Powder River County,30075,12,Montana(6)
Eureka County,32011,9,Nevada(6)
Sheridan County,31161,31,Nebraska(6)
Loudoun County,51107,1403,Virginia(6)
Emery County,49015,45,Utah(7)
Russell County,1113,251,Alabama(6)
Luna County,35029,124,New Mexico(7)
Dickenson County,51051,83,Virginia(6)
Bethel Census Area,2050,49,Alaska(6)
Douglas County,29067,71,Missouri(6)
Curry County,35009,176,New Mexico(7)
Zapata County,48505,49,Texas(7)
Greenlee County,4011,36,Arizona(6)
Bristol Bay Borough,2060,4,Alaska(6)
Kings County,6031,489,California(7)
Woodward County,40153,91,Oklahoma(6)
Cameron County,48061,1551,Texas(7)
Alleghany County,37005,73,North Carolina(6)
Madison County,12079,97,Florida(6)
Quay County,35037,51,New Mexico(7)
Imperial County,6025,658,California(7)
Falls Church City,51610,60,Virginia(6)
Maries County,29125,49,Missouri(6)
Las Animas County,8071,84,Colorado(6)
Grant County,41023,49,Oregon(6)
Tulare County,6107,1564,California(7)
Hidalgo County,48215,2756,Texas(7)
Rio Blanco County,8103,28,Colorado(6)
Pecos County,48371,57,Texas(7)
Eddy County,35015,242,New Mexico(7)
Plumas County,6063,126,California(7)
Camden County,37029,47,North Carolina(6)
Monroe County,26115,751,Michigan(6)
Roberts County,46109,49,South Dakota(6)
Adams County,53001,65,Washington(6)
Valdez-Cordova Census Area,2261,41,Alaska(6)
Divide County,38023,14,North Dakota(6)
Menard County,48327,15,Texas(7)
Cibola County,35006,119,New Mexico(7)
Stutsman County,38093,105,North Dakota(6)
Siskiyou County,6093,261,California(7)
Winkler County,48495,27,Texas(7)
Williams County,38105,117,North Dakota(6)
Manassas City,51683,137,Virginia(6)
Wise County,51195,175,Virginia(6)
Hardy County,54031,73,West Virginia(6)
Chouteau County,30015,31,Montana(6)
Gosper County,31073,11,Nebraska(6)
Lea County,35025,236,New Mexico(7)
Santa Fe County,35049,875,New Mexico(7)
Morgan County,8087,121,Colorado(6)
Sublette County,56035,43,Wyoming(6)
Schoolcraft County,26153,53,Michigan(6)
Sitka Borough,2220,38,Alaska(6)
Johnson County,56019,49,Wyoming(6)
Richland County,30083,48,Montana(6)
Webb County,48479,776,Texas(7)
Lincoln County,53043,64,Washington(6)
Washington County,12133,118,Florida(6)
Pierce County,55093,168,Wisconsin(6)
Blaine County,30005,28,Montana(6)
Sedgwick County,8115,16,Colorado(6)
Union County,35059,20,New Mexico(7)
Cheyenne County,31033,49,Nebraska(6)
Edgefield County,45037,128,South Carolina(6)
Rich County,49033,12,Utah(7)
Pend Oreille County,53051,80,Washington(6)
Malheur County,41045,131,Oregon(6)
Prince William County,51153,1550,Virginia(6)
Clarke County,51043,82,Virginia(6)
Dickey County,38021,25,North Dakota(6)
Manassas Park City,51685,51,Virginia(6)
Park County,8093,89,Colorado(6)
Uinta County,56041,82,Wyoming(6)
Garfield County,53023,13,Washington(6)
Piute County,49031,8,Utah(7)
Pendleton County,54071,38,West Virginia(6)
Washington County,8121,24,Colorado(6)
Dickinson County,26043,137,Michigan(6)
Steele County,38091,10,North Dakota(6)
Humboldt County,32013,63,Nevada(6)
Bailey County,48017,27,Texas(7)
Skagway Municipality,2230,5,Alaska(6)
Lincoln County,47103,169,Tennessee(6)
Inyo County,6027,103,California(7)
San Juan County,49037,53,Utah(7)
Jasper County,45053,146,South Carolina(6)
Haines Borough,2100,12,Alaska(6)
Tazewell County,51185,209,Virginia(6)
Stevens County,53065,248,Washington(6)
Seminole County,13253,50,Georgia(7)
Lee County,1081,584,Alabama(6)
Washakie County,56043,40,Wyoming(6)
Dolores County,8033,13,Colorado(6)
Kent County,48263,5,Texas(7)
Camas County,16025,6,Idaho(7)
Del Norte County,6015,127,California(7)
Rio Grande County,8105,54,Colorado(6)
Chaves County,35005,257,New Mexico(7)
Guadalupe County,35019,21,New Mexico(7)
Marshall County,46091,24,South Dakota(6)
Skamania County,53059,63,Washington(6)
Ontonagon County,26131,46,Michigan(6)
Goshen County,56015,64,Wyoming(6)
Holmes County,39075,156,Ohio(6)
McKenzie County,38053,38,North Dakota(6)
Harney County,41025,41,Oregon(6)
Castro County,48069,28,Texas(7)
Baraga County,26013,44,Michigan(6)
Alexandria City,51510,537,Virginia(6)
Alamosa County,8003,59,Colorado(6)
Fairfax County,51059,4294,Virginia(6)
Benton County,41003,367,Oregon(6)
Clark County,16033,3,Idaho(7)
Gunnison County,8051,58,Colorado(6)
Lincoln County,32017,23,Nevada(6)
Ochiltree County,48357,33,Texas(7)
Gaines County,48165,56,Texas(7)
Willacy County,48489,72,Texas(7)
Kit Carson County,8063,33,Colorado(6)
San Miguel County,8113,29,Colorado(6)
Elko County,32007,178,Nevada(6)
Culberson County,48109,9,Texas(7)
Lassen County,6035,122,California(7)
Logan County,8075,92,Colorado(6)
Kimball County,31105,18,Nebraska(6)
Russell County,51167,130,Virginia(6)
Coconino County,4005,476,Arizona(6)
Graham County,4009,132,Arizona(6)
Montezuma County,8083,128,Colorado(6)
Wheeler County,13309,29,Georgia(7)
Gila County,4007,307,Arizona(6)
Petersburg Census Area,2195,16,Alaska(6)
Lincoln County,35027,124,New Mexico(7)
Oceana County,26127,126,Michigan(6)
Wheeler County,31183,5,Nebraska(6)
Parmer County,48369,36,Texas(7)
Ziebach County,46137,8,South Dakota(6)
Asotin County,53003,113,Washington(6)
San Juan County,35045,453,New Mexico(7)
Custer County,8027,29,Colorado(6)
