County,FIPS,Average Annual Count,State
Woodford County,17203.0,42,Illinois
Big Stone County,27011.0,7,Minnesota
Lincoln County,27081.0,7,Minnesota
Morgan County,17137.0,37,Illinois
Bottineau County,38009.0,7,North Dakota
Holt County,29087.0,5,Missouri
Towns County,13281.0,18,Georgia
Yellowstone County,30111.0,172,Montana
Pierce County,38069.0,4,North Dakota
Jefferson County,31095.0,9,Nebraska
Ozaukee County,55089.0,103,Wisconsin
Quitman County,28119.0,7,Mississippi
Marion County,19125.0,35,Iowa
Pulaski County,17153.0,5,Illinois
New Kent County,51127.0,25,Virginia
San Juan County,53055.0,29,Washington
Lake County,41037.0,9,Oregon
Warren County,19181.0,52,Iowa
Lafayette County,55065.0,17,Wisconsin
Calhoun County,54013.0,7,West Virginia
Big Horn County,30003.0,11,Montana
Mahaska County,19123.0,23,Iowa
Nicollet County,27103.0,32,Minnesota
Park County,56029.0,31,Wyoming
Pierce County,31139.0,7,Nebraska
Lewis County,16061.0,5,Idaho
Washington County,31177.0,22,Nebraska
Saline County,31151.0,13,Nebraska
Rolette County,38079.0,11,North Dakota
Benson County,38005.0,5,North Dakota
Madison County,28089.0,104,Mississippi
Staunton City,51790.0,31,Virginia
Price County,55099.0,17,Wisconsin
Charles City County,51036.0,10,Virginia
Pocahontas County,19151.0,8,Iowa
Musselshell County,30065.0,6,Montana
Northampton County,51131.0,15,Virginia
Sampson County,37163.0,59,North Carolina
Brooks County,13027.0,16,Georgia
Marengo County,1091.0,20,Alabama
Washington County,55131.0,147,Wisconsin
Schuyler County,36097.0,21,New York
Pembina County,38067.0,8,North Dakota
Valley County,31175.0,5,Nebraska
Clark County,46025.0,4,South Dakota
Cedar County,19031.0,20,Iowa
Monroe County,17133.0,36,Illinois
Lake County,26085.0,15,Michigan
Oconto County,55083.0,40,Wisconsin
Grenada County,28043.0,23,Mississippi
Lamar County,13171.0,18,Georgia
Lake County,30047.0,36,Montana
Petersburg City,51730.0,36,Virginia
Washington County,23029.0,39,Maine
Torrance County,35057.0,17,New Mexico
Emmons County,38029.0,5,North Dakota
Lee County,13177.0,29,Georgia
Washington County,19183.0,23,Iowa
Franklin County,48159.0,11,Texas
Washington County,27163.0,254,Minnesota
Natchitoches Parish,22069.0,34,Louisiana
Larimer County,8069.0,322,Colorado
Putnam County,36079.0,104,New York
Waukesha County,55133.0,434,Wisconsin
Fleming County,21069.0,16,Kentucky
Marquette County,55077.0,18,Wisconsin
Prowers County,8099.0,11,Colorado
Owyhee County,16073.0,11,Idaho
Pawnee County,40117.0,15,Oklahoma
Hunterdon County,34019.0,141,New Jersey
Monroe County,28095.0,37,Mississippi
Carbon County,56007.0,12,Wyoming
Childress County,48075.0,5,Texas
Claiborne Parish,22027.0,14,Louisiana
Scott County,17171.0,6,Illinois
Hamilton County,36041.0,6,New York
Union County,37179.0,209,North Carolina
Olmsted County,27109.0,146,Minnesota
Putnam County,39137.0,34,Ohio
Harris County,13145.0,36,Georgia
Clay County,27027.0,51,Minnesota
Bryan County,13029.0,33,Georgia
Sheridan County,31161.0,6,Nebraska
Scott County,19163.0,169,Iowa
Kent County,44003.0,189,Rhode Island
Lewis County,29111.0,9,Missouri
Grimes County,48185.0,24,Texas
New Hanover County,37129.0,237,North Carolina
Tolland County,9013.0,137,Connecticut
Skagit County,53057.0,134,Washington
Wake County,37183.0,949,North Carolina
Renville County,27129.0,14,Minnesota
Mecklenburg County,51117.0,39,Virginia
Foster County,38031.0,4,North Dakota
Washington County,44009.0,146,Rhode Island
Wyoming County,36121.0,40,New York
Hale County,1065.0,17,Alabama
Spencer County,21215.0,19,Kentucky
Greene County,37079.0,18,North Carolina
Northampton County,37131.0,22,North Carolina
Houston County,27055.0,20,Minnesota
Bond County,17005.0,16,Illinois
Wirt County,54105.0,6,West Virginia
Warren County,36113.0,78,New York
Clay County,1027.0,16,Alabama
Oldham County,21185.0,58,Kentucky
Guilford County,37081.0,510,North Carolina
Worth County,19195.0,8,Iowa
Huerfano County,8055.0,7,Colorado
Ringgold County,19159.0,5,Iowa
Grundy County,19075.0,12,Iowa
Lafayette County,12067.0,6,Florida
Brunswick County,37019.0,197,North Carolina
Shelby County,29205.0,6,Missouri
Livingston County,36051.0,62,New York
Cumberland County,17035.0,10,Illinois
Barbour County,54001.0,16,West Virginia
Goochland County,51075.0,29,Virginia
Menominee County,55078.0,3,Wisconsin
Alleghany County and Clifton Forge City,51005.0,18,Virginia
Madison County,19121.0,16,Iowa
Leelanau County,26089.0,28,Michigan
St. Louis County,29189.0,1041,Missouri
McHenry County,17111.0,291,Illinois
Monmouth County,34025.0,671,New Jersey
Terrell County,13273.0,10,Georgia
Monroe County,36055.0,753,New York
Jasper County,19099.0,38,Iowa
Presque Isle County,26141.0,15,Michigan
Yellow Medicine County,27173.0,11,Minnesota
Butler County,1013.0,20,Alabama
Marin County,6041.0,304,California
Sangamon County,17167.0,202,Illinois
Litchfield County,9005.0,208,Connecticut
Kankakee County,17091.0,103,Illinois
Barnes County,38003.0,11,North Dakota
Carteret County,37031.0,84,North Carolina
Douglas County,8035.0,306,Colorado
Geauga County,39055.0,102,Ohio
St. Johns County,12109.0,291,Florida
Baldwin County,13009.0,37,Georgia
Woodford County,21239.0,28,Kentucky
Talbot County,24041.0,48,Maryland
Hamilton County,19079.0,14,Iowa
Missoula County,30063.0,100,Montana
Fairfax City,51600.0,22,Virginia
DeKalb County,17037.0,77,Illinois
Macon County,29121.0,15,Missouri
Rappahannock County,51157.0,9,Virginia
Mason County,26105.0,32,Michigan
King and Queen County,51097.0,8,Virginia
Wayne County,37191.0,110,North Carolina
Teton County,56039.0,20,Wyoming
Clarendon County,45027.0,38,South Carolina
Orange County,37135.0,127,North Carolina
Ontario County,36069.0,123,New York
Baker County,13007.0,4,Georgia
Lexington City,51678.0,5,Virginia
Bristol County,44001.0,56,Rhode Island
Dillon County,45033.0,27,South Carolina
Rowan County,37159.0,146,North Carolina
Morrison County,27097.0,33,Minnesota
Johnson County,19103.0,106,Iowa
Montgomery County,28097.0,11,Mississippi
Danville City,51590.0,48,Virginia
Nance County,31125.0,3,Nebraska
Dakota County,27037.0,386,Minnesota
Henderson County,37089.0,147,North Carolina
Summit County,49043.0,35,Utah
Grundy County,17063.0,46,Illinois
Chisago County,27025.0,50,Minnesota
Washburn County,55129.0,19,Wisconsin
Faribault County,27043.0,15,Minnesota
Ripley County,29181.0,11,Missouri
St. Martin Parish,22099.0,49,Louisiana
Johnston County,37101.0,184,North Carolina
Sharp County,5135.0,19,Arkansas
Greene County,13133.0,24,Georgia
Brown County,27015.0,26,Minnesota
Snohomish County,53061.0,707,Washington
Chippewa County,27023.0,12,Minnesota
Paulding County,13223.0,133,Georgia
Mecklenburg County,37119.0,880,North Carolina
Carroll County,5015.0,30,Arkansas
Le Sueur County,27079.0,27,Minnesota
Boone County,29019.0,135,Missouri
Lynchburg City,51680.0,63,Virginia
Richland County,45079.0,342,South Carolina
Cobb County,13067.0,647,Georgia
Lenoir County,37107.0,61,North Carolina
Winneshiek County,19191.0,21,Iowa
Hughes County,46065.0,16,South Dakota
Alamance County,37001.0,164,North Carolina
Cooper County,29053.0,16,Missouri
McLean County,21149.0,9,Kentucky
St. Landry Parish,22097.0,76,Louisiana
Clay County,29047.0,218,Missouri
Spotsylvania County,51177.0,122,Virginia
Tucker County,54093.0,8,West Virginia
Saratoga County,36091.0,238,New York
Somervell County,48425.0,10,Texas
Allegany County,24001.0,71,Maryland
Franklin County,16041.0,10,Idaho
Mathews County,51115.0,11,Virginia
Coos County,33007.0,37,New Hampshire
Jackson County,27063.0,11,Minnesota
Dare County,37055.0,42,North Carolina
Latimer County,40077.0,9,Oklahoma
Gregory County,46053.0,4,South Dakota
Dade County,13083.0,15,Georgia
Custer County,46033.0,10,South Dakota
Preble County,39135.0,44,Ohio
Strafford County,33017.0,114,New Hampshire
Onslow County,37133.0,118,North Carolina
Middlesex County,9007.0,178,Connecticut
Cherokee County,13057.0,237,Georgia
Nassau County,12089.0,98,Florida
Lincoln County,53043.0,12,Washington
Buncombe County,37021.0,282,North Carolina
Taylor County,12123.0,19,Florida
Wayne County,36117.0,92,New York
Ada County,16001.0,411,Idaho
Lincoln County,29113.0,48,Missouri
Norfolk County,25021.0,695,Massachusetts
St. Tammany Parish,22103.0,257,Louisiana
Fairbanks North Star,2090.0,65,Alaska
Durham County,37063.0,271,North Carolina
Burlington County,34005.0,453,New Jersey
Iberia Parish,22045.0,63,Louisiana
Bertie County,37015.0,20,North Carolina
Bullock County,1011.0,8,Alabama
Charleston County,45019.0,377,South Carolina
Christian County,21047.0,51,Kentucky
Walworth County,55127.0,100,Wisconsin
Appanoose County,19007.0,13,Iowa
Meriwether County,13199.0,22,Georgia
Morrow County,41049.0,11,Oregon
Jones County,13169.0,28,Georgia
Henrico County,51087.0,318,Virginia
Becker County,27005.0,34,Minnesota
Hennepin County,27053.0,1067,Minnesota
San Luis Obispo County,6079.0,275,California
Martin County,27091.0,21,Minnesota
Nassau County,36059.0,1345,New York
Kandiyohi County,27067.0,42,Minnesota
Butte County,46019.0,11,South Dakota
Palo Pinto County,48363.0,30,Texas
Albany County,36001.0,293,New York
Monongalia County,54061.0,75,West Virginia
Boulder County,8013.0,276,Colorado
King County,53033.0,1806,Washington
Watonwan County,27165.0,11,Minnesota
Jones County,19105.0,19,Iowa
Thurston County,31173.0,5,Nebraska
Sumter County,13261.0,28,Georgia
Augusta County,51015.0,81,Virginia
Eaton County,26045.0,109,Michigan
Delaware County,39041.0,180,Ohio
Tioga County,36107.0,50,New York
Linn County,19113.0,204,Iowa
Upshur County,54097.0,25,West Virginia
Black Hawk County,19013.0,113,Iowa
New Castle County,10003.0,525,Delaware
Forest County,55041.0,9,Wisconsin
St. Charles County,29183.0,360,Missouri
Monona County,19133.0,10,Iowa
DeWitt County,48123.0,17,Texas
Lafayette Parish,22055.0,203,Louisiana
York County,45091.0,243,South Carolina
Tallahatchie County,28135.0,10,Mississippi
Pulaski County,13235.0,12,Georgia
Moore County,37125.0,108,North Carolina
Santa Barbara County,6083.0,361,California
Kendall County,17093.0,95,Illinois
Merrimack County,33013.0,150,New Hampshire
Fulton County,17057.0,35,Illinois
Crawford County,29055.0,23,Missouri
Aransas County,48007.0,27,Texas
Hartford County,9003.0,864,Connecticut
Bergen County,34003.0,916,New Jersey
Madison County,37115.0,25,North Carolina
Beltrami County,27007.0,39,Minnesota
Centre County,42027.0,119,Pennsylvania
Appling County,13001.0,18,Georgia
Chester County,42029.0,485,Pennsylvania
Scott County,27139.0,114,Minnesota
Washington County,16087.0,12,Idaho
Greene County,39057.0,156,Ohio
Lewis County,54041.0,17,West Virginia
Sumter County,12119.0,230,Florida
Carroll County,24013.0,164,Maryland
Montgomery County,42091.0,824,Pennsylvania
Monroe County,55081.0,40,Wisconsin
Fairfield County,9001.0,879,Connecticut
Montour County,42093.0,20,Pennsylvania
Whatcom County,53073.0,199,Washington
Deschutes County,41017.0,192,Oregon
Adams County,17001.0,63,Illinois
Union County,45087.0,28,South Carolina
Somerset County,34035.0,326,New Jersey
Franklin County,19069.0,11,Iowa
Jefferson County,28063.0,8,Mississippi
Barnstable County,25001.0,312,Massachusetts
Dallas County,19049.0,72,Iowa
Nash County,37127.0,93,North Carolina
Miami County,39109.0,103,Ohio
Warren County,39165.0,213,Ohio
Chelan County,53007.0,74,Washington
Montgomery County,39113.0,523,Ohio
Chesapeake City,51550.0,213,Virginia
Lavaca County,48285.0,21,Texas
Cape Girardeau County,29031.0,71,Missouri
Belknap County,33001.0,69,New Hampshire
Houston County,47083.0,8,Tennessee
Chemung County,36015.0,82,New York
Fayette County,21067.0,258,Kentucky
Charlotte County,51037.0,12,Virginia
Jasper County,17079.0,8,Illinois
Baltimore County,24005.0,823,Maryland
Marion County,48315.0,11,Texas
Polk County,37149.0,25,North Carolina
Chickasaw County,19037.0,11,Iowa
Sarpy County,31153.0,141,Nebraska
Pickens County,13227.0,36,Georgia
Plymouth County,25023.0,523,Massachusetts
Morris County,34027.0,485,New Jersey
Kemper County,28069.0,8,Mississippi
Westchester County,36119.0,940,New York
Harford County,24025.0,244,Maryland
Clatsop County,41007.0,44,Oregon
Clarke County,19039.0,9,Iowa
Ottawa County,39123.0,47,Ohio
Davis County,19051.0,8,Iowa
Chittenden County,50007.0,140,Vermont
DuPage County,17043.0,848,Illinois
Fayette County,13113.0,118,Georgia
Emmet County,26047.0,34,Michigan
Santa Cruz County,6087.0,239,California
Chatham County,37037.0,88,North Carolina
Pennington County,27113.0,12,Minnesota
Marshall County,47117.0,31,Tennessee
Scott County,5127.0,9,Arkansas
Middlesex County,51119.0,13,Virginia
Honolulu County,15003.0,887,Hawaii
Wayne County,21231.0,19,Kentucky
Dallas County,1047.0,38,Alabama
Pender County,37141.0,56,North Carolina
Bucks County,42017.0,653,Pennsylvania
Madison County,13195.0,27,Georgia
Covington City,51580.0,6,Virginia
Beaufort County,37013.0,52,North Carolina
Gloucester County,34015.0,276,New Jersey
Williamson County,47187.0,205,Tennessee
Winnebago County,55139.0,148,Wisconsin
Oregon County,29149.0,8,Missouri
Greensville County,51081.0,8,Virginia
Thurston County,53067.0,273,Washington
Washington County,28151.0,43,Mississippi
Craven County,37049.0,94,North Carolina
Montmorency County,26119.0,11,Michigan
Fayette County,39047.0,28,Ohio
Mitchell County,37121.0,17,North Carolina
Lorain County,39093.0,296,Ohio
Yancey County,37199.0,22,North Carolina
West Baton Rouge Parish,22121.0,22,Louisiana
Barrow County,13013.0,66,Georgia
Greenville County,45045.0,463,South Carolina
Yamhill County,41071.0,97,Oregon
Camden County,34007.0,469,New Jersey
Yolo County,6113.0,155,California
Lexington County,45063.0,264,South Carolina
Murray County,27101.0,8,Minnesota
Cass County,29037.0,98,Missouri
Nottoway County,51135.0,14,Virginia
Wallowa County,41063.0,8,Oregon
Davison County,46035.0,18,South Dakota
Bee County,48025.0,20,Texas
Newberry County,45071.0,37,South Carolina
Jefferson County,21111.0,706,Kentucky
Butler County,19023.0,15,Iowa
Marion County,39101.0,58,Ohio
Coweta County,13077.0,125,Georgia
Hancock County,23009.0,63,Maine
Waynesboro City,51820.0,22,Virginia
Mercer County,29129.0,4,Missouri
Valley County,30105.0,7,Montana
Pike County,1109.0,25,Alabama
Polk County,19153.0,383,Iowa
Covington County,28031.0,16,Mississippi
Washington County,41067.0,483,Oregon
Parker County,48367.0,125,Texas
Middlesex County,25017.0,1407,Massachusetts
Ingham County,26065.0,217,Michigan
Garvin County,40049.0,22,Oklahoma
Gasconade County,29073.0,17,Missouri
Roanoke County,51161.0,102,Virginia
Lewis County,36049.0,25,New York
Greene County,1063.0,9,Alabama
Clackamas County,41005.0,398,Oregon
Jefferson Parish,22051.0,410,Louisiana
Lake County,39085.0,240,Ohio
Jefferson County,29099.0,202,Missouri
Williamson County,48491.0,453,Texas
Chaffee County,8015.0,21,Colorado
Chesterfield County,51041.0,317,Virginia
Rockingham County,33015.0,313,New Hampshire
Platte County,29165.0,89,Missouri
Effingham County,13103.0,49,Georgia
Okanogan County,53047.0,40,Washington
Cumberland County,23005.0,293,Maine
Essex County,50009.0,7,Vermont
Minnehaha County,46099.0,143,South Dakota
Oakland County,26125.0,1183,Michigan
La Plata County,8067.0,53,Colorado
Milwaukee County,55079.0,747,Wisconsin
Camden County,13039.0,41,Georgia
Wright County,27171.0,105,Minnesota
Hart County,13147.0,26,Georgia
Schenectady County,36093.0,146,New York
Cedar County,31027.0,9,Nebraska
Warren County,29219.0,32,Missouri
Cumberland County,21057.0,6,Kentucky
Broome County,36007.0,186,New York
Will County,17197.0,564,Illinois
Gallatin County,17059.0,5,Illinois
Stewart County,47161.0,13,Tennessee
Allegheny County,42003.0,1201,Pennsylvania
Butts County,13035.0,22,Georgia
Cape May County,34009.0,115,New Jersey
West Feliciana Parish,22125.0,10,Louisiana
Jackson County,41029.0,231,Oregon
Lee County,28081.0,73,Mississippi
Walthall County,28147.0,13,Mississippi
Washington County,1129.0,15,Alabama
Canyon County,16027.0,173,Idaho
Cabarrus County,37025.0,180,North Carolina
Douglas County,31055.0,443,Nebraska
Washington County,50023.0,59,Vermont
Bremer County,19017.0,24,Iowa
Duval County,12031.0,832,Florida
Haywood County,47075.0,18,Tennessee
Robeson County,37155.0,102,North Carolina
Mecosta County,26107.0,37,Michigan
Phelps County,31137.0,8,Nebraska
Monroe County,1099.0,19,Alabama
Morrill County,31123.0,4,Nebraska
Kane County,49025.0,9,Utah
Monroe County,13207.0,26,Georgia
Lehigh County,42077.0,334,Pennsylvania
Iberville Parish,22047.0,28,Louisiana
Suffolk County,36103.0,1403,New York
Macomb County,26099.0,823,Michigan
Wilkinson County,13319.0,10,Georgia
Beaver County,42007.0,173,Pennsylvania
Douglas County,13097.0,113,Georgia
Butler County,39017.0,325,Ohio
Lake County,17097.0,598,Illinois
Monroe County,19135.0,7,Iowa
Holmes County,28051.0,15,Mississippi
De Soto Parish,22031.0,24,Louisiana
Richmond County,37153.0,42,North Carolina
Cuming County,31039.0,7,Nebraska
Harrison County,29081.0,9,Missouri
Sussex County,34037.0,140,New Jersey
Crenshaw County,1041.0,13,Alabama
Dodge County,31053.0,31,Nebraska
Newton County,13217.0,92,Georgia
Jefferson County,8059.0,518,Colorado
Silver Bow County,30093.0,31,Montana
Stark County,38089.0,23,North Dakota
Livingston County,21139.0,9,Kentucky
Wahkiakum County,53069.0,5,Washington
Sullivan County,33019.0,44,New Hampshire
Payette County,16075.0,22,Idaho
Warren County,34041.0,107,New Jersey
Washington County,40147.0,50,Oklahoma
York County,23031.0,216,Maine
Cass County,19029.0,14,Iowa
La Crosse County,55063.0,101,Wisconsin
Howard County,24027.0,275,Maryland
Payne County,40119.0,51,Oklahoma
Maui County,15009.0,152,Hawaii
Powhatan County,51145.0,28,Virginia
Kewaunee County,55061.0,20,Wisconsin
Wilson County,37195.0,77,North Carolina
Delaware County,42045.0,508,Pennsylvania
Ascension Parish,22005.0,92,Louisiana
Iredell County,37097.0,163,North Carolina
Todd County,46121.0,4,South Dakota
Hill County,48217.0,32,Texas
Conway County,5029.0,19,Arkansas
Pinellas County,12103.0,1091,Florida
Boone County,21015.0,109,Kentucky
Lincoln County,21137.0,22,Kentucky
Cumberland County,37051.0,246,North Carolina
Niagara County,36063.0,211,New York
Isanti County,27059.0,35,Minnesota
Platte County,56031.0,9,Wyoming
Clark County,5019.0,16,Arkansas
Scott County,21209.0,42,Kentucky
East Carroll Parish,22035.0,5,Louisiana
Pierce County,53053.0,718,Washington
Erie County,36029.0,898,New York
Santa Fe County,35049.0,173,New Mexico
Grafton County,33009.0,87,New Hampshire
Stearns County,27145.0,121,Minnesota
Cleveland County,37045.0,96,North Carolina
Josephine County,41033.0,101,Oregon
Brown County,55009.0,218,Wisconsin
Owen County,21187.0,10,Kentucky
Essex County,25009.0,741,Massachusetts
Clark County,39023.0,133,Ohio
Licking County,39089.0,161,Ohio
Medina County,39103.0,171,Ohio
Forsyth County,37067.0,338,North Carolina
Ashland County,55003.0,15,Wisconsin
Pottawatomie County,40125.0,63,Oklahoma
Loudon County,47105.0,65,Tennessee
Oconee County,13219.0,35,Georgia
Ventura County,6111.0,724,California
Johnson County,29101.0,36,Missouri
Orleans County,36073.0,37,New York
Rice County,27131.0,53,Minnesota
Maury County,47119.0,86,Tennessee
Washington County,17189.0,13,Illinois
Habersham County,13137.0,43,Georgia
Lafayette County,29107.0,32,Missouri
Richmond County,36085.0,440,New York
Yazoo County,28163.0,19,Mississippi
Cass County,38017.0,121,North Dakota
Hertford County,37091.0,22,North Carolina
Winchester City,51840.0,23,Virginia
Brevard County,12009.0,645,Florida
Bladen County,37017.0,33,North Carolina
Madison County,1089.0,328,Alabama
Rockingham County,37157.0,95,North Carolina
Bradford County,42015.0,58,Pennsylvania
Worcester County,24047.0,62,Maryland
Jefferson County,5069.0,62,Arkansas
Calvert County,24009.0,80,Maryland
Glynn County,13127.0,88,Georgia
Blue Earth County,27013.0,48,Minnesota
San Saba County,48411.0,5,Texas
Hamilton County,39061.0,704,Ohio
Randolph County,54083.0,27,West Virginia
Dane County,55025.0,418,Wisconsin
Multnomah County,41051.0,639,Oregon
Norfolk City,51710.0,168,Virginia
Granville County,37077.0,55,North Carolina
Hamilton County,31081.0,8,Nebraska
Carroll County,29033.0,9,Missouri
McCormick County,45065.0,12,South Carolina
Smith County,28129.0,14,Mississippi
St. Croix County,55109.0,77,Wisconsin
Clinton County,19045.0,44,Iowa
Florence County,45041.0,128,South Carolina
Peoria County,17143.0,162,Illinois
Placer County,6061.0,385,California
Clarke County,13059.0,83,Georgia
Ohio County,54069.0,42,West Virginia
Lancaster County,51103.0,16,Virginia
Mifflin County,42087.0,45,Pennsylvania
Talbot County,13263.0,6,Georgia
Sonoma County,6097.0,481,California
Morgan County,39115.0,13,Ohio
Racine County,55101.0,177,Wisconsin
Walla Walla County,53071.0,52,Washington
Hartley County,48205.0,4,Texas
Tyler County,54095.0,10,West Virginia
Lynn County,48305.0,4,Texas
Gallatin County,30031.0,75,Montana
Fayette County,47047.0,41,Tennessee
Platte County,31141.0,29,Nebraska
Mahnomen County,27087.0,4,Minnesota
White County,13311.0,29,Georgia
Lee County,5077.0,7,Arkansas
Franklin County,39049.0,969,Ohio
Blaine County,16013.0,23,Idaho
Estill County,21065.0,14,Kentucky
Acadia Parish,22001.0,51,Louisiana
Stanly County,37167.0,57,North Carolina
Drew County,5043.0,15,Arkansas
Marion County,12083.0,441,Florida
Shelby County,21211.0,42,Kentucky
Logan County,5083.0,21,Arkansas
Muskingum County,39119.0,77,Ohio
Blanco County,48031.0,13,Texas
New Haven County,9009.0,786,Connecticut
Ocean County,34029.0,647,New Jersey
Seminole County,12117.0,408,Florida
Warren County,37185.0,21,North Carolina
Flagler County,12035.0,143,Florida
Mitchell County,19131.0,9,Iowa
Dickinson County,19059.0,19,Iowa
Onondaga County,36067.0,422,New York
Bedford City and County,51917.0,81,Virginia
Clinton County,42035.0,35,Pennsylvania
Campbell County,21037.0,82,Kentucky
Fulton County,13121.0,795,Georgia
Green County,21087.0,10,Kentucky
Ramsey County,27123.0,443,Minnesota
Volusia County,12127.0,603,Florida
Randolph County,37151.0,131,North Carolina
Preston County,54077.0,31,West Virginia
Troup County,13285.0,59,Georgia
Prince George County,51149.0,27,Virginia
Sibley County,27143.0,12,Minnesota
Cleveland County,5025.0,8,Arkansas
Walton County,13297.0,81,Georgia
Boone County,5009.0,36,Arkansas
Montgomery County,36057.0,45,New York
Lowndes County,13185.0,80,Georgia
Shelby County,1117.0,187,Alabama
Colonial Heights City,51570.0,18,Virginia
Bracken County,21023.0,8,Kentucky
Hopkins County,21107.0,42,Kentucky
Oneida County,55085.0,42,Wisconsin
Valley County,16085.0,12,Idaho
Dougherty County,13095.0,75,Georgia
Franklin City,51620.0,9,Virginia
Broomfield County,8014.0,58,Colorado
Oglethorpe County,13221.0,14,Georgia
Jo Daviess County,17085.0,22,Illinois
Ellis County,48139.0,143,Texas
Denton County,48121.0,633,Texas
Franklin County,29071.0,95,Missouri
Harrison County,54033.0,63,West Virginia
Douglas County,32005.0,58,Nevada
Midland County,26111.0,77,Michigan
Benton County,41003.0,73,Oregon
Wabasha County,27157.0,21,Minnesota
Carroll County,17015.0,13,Illinois
Kiowa County,40075.0,7,Oklahoma
Tazewell County,17179.0,123,Illinois
New York County,36061.0,1424,New York
Clermont County,39025.0,185,Ohio
Queen Annes County,24035.0,46,Maryland
Dickson County,47043.0,47,Tennessee
Morton County,38059.0,26,North Dakota
Dorchester County,45035.0,128,South Carolina
Rockwall County,48397.0,81,Texas
Morgan County,47129.0,18,Tennessee
Halifax County,37083.0,48,North Carolina
Henry County,47079.0,36,Tennessee
Lamar County,48277.0,46,Texas
Hinds County,28049.0,193,Mississippi
San Mateo County,6081.0,658,California
Douglas County,27041.0,40,Minnesota
Blount County,47009.0,132,Tennessee
Flathead County,30029.0,97,Montana
Chesterfield County,45025.0,40,South Carolina
Sweet Grass County,30097.0,4,Montana
Kitsap County,53035.0,240,Washington
Anne Arundel County,24003.0,492,Maryland
Waupaca County,55135.0,51,Wisconsin
Oswego County,36075.0,100,New York
Houston County,13153.0,125,Georgia
Chicot County,5017.0,9,Arkansas
Washtenaw County,26161.0,276,Michigan
Moore County,47127.0,6,Tennessee
Caddo County,40015.0,21,Oklahoma
Bleckley County,13023.0,11,Georgia
Montgomery County,24031.0,904,Maryland
Tompkins County,36109.0,77,New York
Kane County,17089.0,407,Illinois
Otoe County,31131.0,14,Nebraska
Wasco County,41065.0,23,Oregon
Culpeper County,51047.0,43,Virginia
Cerro Gordo County,19033.0,44,Iowa
Charlton County,13049.0,9,Georgia
Otsego County,36077.0,52,New York
Haywood County,37087.0,69,North Carolina
Hancock County,28045.0,45,Mississippi
Lincoln County,40081.0,32,Oklahoma
Cuyahoga County,39035.0,1187,Ohio
Sagadahoc County,23023.0,39,Maine
Cortland County,36023.0,40,New York
Franklin County,37069.0,62,North Carolina
Poinsett County,5111.0,20,Arkansas
Custer County,30017.0,11,Montana
Columbia County,36021.0,66,New York
Whitley County,21235.0,30,Kentucky
Latah County,16057.0,27,Idaho
Barton County,29011.0,11,Missouri
Otter Tail County,27111.0,59,Minnesota
Burleigh County,38015.0,79,North Dakota
Benton County,5007.0,206,Arkansas
Northampton County,42095.0,287,Pennsylvania
